"Intensity","ProteinGroup","external_gene_name","description"
454.456466674805,"Q96DT6_REVERSED",NA,NA
556.50284576416,"Q96DT6","ATG4C","autophagy related 4C cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:16040]"
475.466003417969,"Q96DU7","ITPKC","inositol-trisphosphate 3-kinase C [Source:HGNC Symbol;Acc:HGNC:14897]"
475.466003417969,"Q96DV4_REVERSED",NA,NA
811.618835449219,"Q96DX4_REVERSED",NA,NA
811.618835449219,"Q96DX4","RSPRY1","ring finger and SPRY domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29420]"
547.498779296875,"Q96DX5","ASB9","ankyrin repeat and SOCS box containing 9 [Source:HGNC Symbol;Acc:HGNC:17184]"
595.520568847656,"Q96DY2_REVERSED",NA,NA
637.539672851562,"Q96DZ1_REVERSED",NA,NA
637.539672851562,"Q96DZ1","ERLEC1","endoplasmic reticulum lectin 1 [Source:HGNC Symbol;Acc:HGNC:25222]"
643.542419433594,"Q96DZ5_REVERSED",NA,NA
853.637878417969,"Q96E09_REVERSED",NA,NA
547.498748779297,"Q96E17","RAB3C","RAB3C, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:30269]"
679.558776855469,"Q96E40_REVERSED",NA,NA
679.558776855469,"Q96E40","SPACA9","sperm acrosome associated 9 [Source:HGNC Symbol;Acc:HGNC:1367]"
757.59423828125,"Q96EA4","SPDL1","spindle apparatus coiled-coil protein 1 [Source:HGNC Symbol;Acc:HGNC:26010]"
505.479644775391,"Q96EE3","SEH1L","SEH1 like nucleoporin [Source:HGNC Symbol;Acc:HGNC:30379]"
787.60791015625,"Q96EF0","MTMR8","myotubularin related protein 8 [Source:HGNC Symbol;Acc:HGNC:16825]"
601.523315429688,"Q96EG1_REVERSED",NA,NA
553.502853393555,"Q96EG3_REVERSED",NA,NA
553.502853393555,"Q96EG3","ZNF837","zinc finger protein 837 [Source:HGNC Symbol;Acc:HGNC:25164]"
865.643371582031,"Q96EH8","NEURL3","neuralized E3 ubiquitin protein ligase 3 [Source:HGNC Symbol;Acc:HGNC:25162]"
565.506958007812,"Q96EI5","TCEAL4","transcription elongation factor A like 4 [Source:HGNC Symbol;Acc:HGNC:26121]"
711.073089599609,"Q96EK7_REVERSED",NA,NA
727.580586751302,"Q96EK7","FAM120B","family with sequence similarity 120 member B [Source:HGNC Symbol;Acc:HGNC:21109]"
655.5478515625,"Q96EN8_REVERSED",NA,NA
589.517822265625,"Q96EP0_REVERSED",NA,NA
775.602416992188,"Q96EP5","DAZAP1","DAZ associated protein 1 [Source:HGNC Symbol;Acc:HGNC:2683]"
577.512390136719,"Q96EQ8_REVERSED",NA,NA
715.575134277344,"Q96EQ8","RNF125","ring finger protein 125 [Source:HGNC Symbol;Acc:HGNC:21150]"
451.455078125,"Q96EU6_REVERSED",NA,NA
811.618835449219,"Q96EU7_REVERSED",NA,NA
607.526031494141,"Q96EV2_REVERSED",NA,NA
607.526031494141,"Q96EV2","RBM33","RNA binding motif protein 33 [Source:HGNC Symbol;Acc:HGNC:27223]"
733.583312988281,"Q96EV8_REVERSED",NA,NA
709.572418212891,"Q96EW2_REVERSED",NA,NA
709.572418212891,"Q96EW2","HSPBAP1","HSPB1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16389]"
691.564208984375,"Q96EY1_REVERSED",NA,NA
691.564208984375,"Q96EY1","DNAJA3","DnaJ heat shock protein family (Hsp40) member A3 [Source:HGNC Symbol;Acc:HGNC:11808]"
817.621520996094,"Q96EY4_REVERSED",NA,NA
499.476928710938,"Q96F05_REVERSED",NA,NA
685.5615234375,"Q96F07_REVERSED",NA,NA
640.541046142578,"Q96F07","CYFIP2","cytoplasmic FMR1 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:13760]"
469.463287353516,"Q96F15_REVERSED",NA,NA
403.434631347656,"Q96F25","ALG14","ALG14 UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:28287]"
601.523284912109,"Q96F63_REVERSED",NA,NA
601.523284912109,"Q96F63","CCDC97","coiled-coil domain containing 97 [Source:HGNC Symbol;Acc:HGNC:28289]"
475.466003417969,"Q96FG2","ELMOD3","ELMO domain containing 3 [Source:HGNC Symbol;Acc:HGNC:26158]"
757.59423828125,"Q96FJ2","DYNLL2","dynein light chain LC8-type 2 [Source:HGNC Symbol;Acc:HGNC:24596]"
559.504231770833,"Q96FL9_REVERSED",NA,NA
547.498779296875,"Q96FL9","GALNT14","polypeptide N-acetylgalactosaminyltransferase 14 [Source:HGNC Symbol;Acc:HGNC:22946]"
625.534240722656,"Q96FN4","CPNE2","copine 2 [Source:HGNC Symbol;Acc:HGNC:2315]"
835.629699707031,"Q96FN9_REVERSED",NA,NA
835.629699707031,"Q96FN9","DTD2","D-aminoacyl-tRNA deacylase 2 [Source:HGNC Symbol;Acc:HGNC:20277]"
853.637878417969,"Q96FT7_REVERSED",NA,NA
853.637878417969,"Q96FT7","ASIC4","acid sensing ion channel subunit family member 4 [Source:HGNC Symbol;Acc:HGNC:21263]"
763.596984863281,"Q96FV3_REVERSED",NA,NA
664.551971435547,"Q96FV3","TSPAN17","tetraspanin 17 [Source:HGNC Symbol;Acc:HGNC:13594]"
529.490539550781,"Q96FV9_REVERSED",NA,NA
415.438720703125,"Q96FX7_REVERSED",NA,NA
415.438720703125,"Q96FX7","TRMT61A","tRNA methyltransferase 61A [Source:HGNC Symbol;Acc:HGNC:23790]"
567.507843017578,"Q96G01_REVERSED",NA,NA
555.002159118652,"Q96G01","BICD1","BICD cargo adaptor 1 [Source:HGNC Symbol;Acc:HGNC:1049]"
403.434631347656,"Q96G03_REVERSED",NA,NA
583.515106201172,"Q96G46_REVERSED",NA,NA
889.654296875,"Q96G74_REVERSED",NA,NA
857.639729817708,"Q96G74","OTUD5","OTU deubiquitinase 5 [Source:HGNC Symbol;Acc:HGNC:25402]"
403.434631347656,"Q96GA3_REVERSED",NA,NA
403.434631347656,"Q96GA3","LTV1","LTV1 ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:21173]"
415.438720703125,"Q96GD3_REVERSED",NA,NA
415.438720703125,"Q96GD3","SCMH1","Scm polycomb group protein homolog 1 [Source:HGNC Symbol;Acc:HGNC:19003]"
575.511474609375,"Q96GD4_REVERSED",NA,NA
601.523315429688,"Q96GE5_REVERSED",NA,NA
505.479644775391,"Q96GE5","ZNF799","zinc finger protein 799 [Source:HGNC Symbol;Acc:HGNC:28071]"
580.513748168945,"Q96GM5_REVERSED",NA,NA
694.56559753418,"Q96GM5","SMARCD1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1 [Source:HGNC Symbol;Acc:HGNC:11106]"
463.460540771484,"Q96GN5_REVERSED",NA,NA
571.509674072266,"Q96GN5","CDCA7L","cell division cycle associated 7 like [Source:HGNC Symbol;Acc:HGNC:30777]"
592.519226074219,"Q96GP6_REVERSED",NA,NA
661.550598144531,"Q96GP6","SCARF2","scavenger receptor class F member 2 [Source:HGNC Symbol;Acc:HGNC:19869]"
553.50146484375,"Q96GQ5","RUSF1","RUS family member 1 [Source:HGNC Symbol;Acc:HGNC:25848]"
607.526062011719,"Q96GQ7",NA,NA
865.643371582031,"Q96GR2_REVERSED",NA,NA
817.621520996094,"Q96GR2","ACSBG1","acyl-CoA synthetase bubblegum family member 1 [Source:HGNC Symbol;Acc:HGNC:29567]"
673.556030273438,"Q96GW7_REVERSED",NA,NA
673.556030273438,"Q96GW7","BCAN","brevican [Source:HGNC Symbol;Acc:HGNC:23059]"
721.577880859375,"Q96GW9_REVERSED",NA,NA
529.490539550781,"Q96GW9","MARS2","methionyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:25133]"
637.539672851562,"Q96GX1_REVERSED",NA,NA
637.539672851562,"Q96GX1","TCTN2","tectonic family member 2 [Source:HGNC Symbol;Acc:HGNC:25774]"
913.665161132812,"Q96GX9_REVERSED",NA,NA
499.476928710938,"Q96GX9","APIP","APAF1 interacting protein [Source:HGNC Symbol;Acc:HGNC:17581]"
487.471466064453,"Q96GY0_REVERSED",NA,NA
577.512390136719,"Q96H12","MSANTD3","Myb/SANT DNA binding domain containing 3 [Source:HGNC Symbol;Acc:HGNC:23370]"
691.564208984375,"Q96H35_REVERSED",NA,NA
691.564208984375,"Q96H35","RBM18","RNA binding motif protein 18 [Source:HGNC Symbol;Acc:HGNC:28413]"
601.523315429688,"Q96H79","ZC3HAV1L","zinc finger CCCH-type containing, antiviral 1 like [Source:HGNC Symbol;Acc:HGNC:22423]"
499.476928710938,"Q96HA8","NTAQ1","N-terminal glutamine amidase 1 [Source:HGNC Symbol;Acc:HGNC:25490]"
593.52012125651,"Q96HB5","CCDC120","coiled-coil domain containing 120 [Source:HGNC Symbol;Acc:HGNC:28910]"
697.566955566406,"Q96HC4_REVERSED",NA,NA
547.498779296875,"Q96HD1_REVERSED",NA,NA
487.471466064453,"Q96HD1","CRELD1","cysteine rich with EGF like domains 1 [Source:HGNC Symbol;Acc:HGNC:14630]"
487.471466064453,"Q96HE7_REVERSED",NA,NA
721.577880859375,"Q96HE9_REVERSED",NA,NA
721.577880859375,"Q96HE9","PRR11","proline rich 11 [Source:HGNC Symbol;Acc:HGNC:25619]"
787.60791015625,"Q96HH4_REVERSED",NA,NA
547.498748779297,"Q96HH9_REVERSED",NA,NA
439.449645996094,"Q96HH9","GRAMD2B","GRAM domain containing 2B [Source:HGNC Symbol;Acc:HGNC:24911]"
757.59423828125,"Q96HI0_REVERSED",NA,NA
739.586059570312,"Q96HI0","SENP5","SUMO specific peptidase 5 [Source:HGNC Symbol;Acc:HGNC:28407]"
649.545166015625,"Q96HJ3","CCDC34","coiled-coil domain containing 34 [Source:HGNC Symbol;Acc:HGNC:25079]"
469.463287353516,"Q96HP0_REVERSED",NA,NA
505.479644775391,"Q96HP0","DOCK6","dedicator of cytokinesis 6 [Source:HGNC Symbol;Acc:HGNC:19189]"
415.438720703125,"Q96HQ0_REVERSED",NA,NA
415.438720703125,"Q96HQ0","ZNF419","zinc finger protein 419 [Source:HGNC Symbol;Acc:HGNC:20648]"
697.566955566406,"Q96HR8_REVERSED",NA,NA
697.566955566406,"Q96HR8","NAF1","nuclear assembly factor 1 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:25126]"
475.466003417969,"Q96HU1_REVERSED",NA,NA
475.466003417969,"Q96HU1","SGSM3","small G protein signaling modulator 3 [Source:HGNC Symbol;Acc:HGNC:25228]"
616.530151367188,"Q96HY7_REVERSED",NA,NA
505.479644775391,"Q96HY7","DHTKD1","dehydrogenase E1 and transketolase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23537]"
595.520568847656,"Q96I15","SCLY","selenocysteine lyase [Source:HGNC Symbol;Acc:HGNC:18161]"
589.517837524414,"Q96I25","RBM17","RNA binding motif protein 17 [Source:HGNC Symbol;Acc:HGNC:16944]"
607.526031494141,"Q96I76_REVERSED",NA,NA
577.512390136719,"Q96I76","GPATCH3","G-patch domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25720]"
571.509643554688,"Q96I99_REVERSED",NA,NA
571.509643554688,"Q96I99","SUCLG2","succinate-CoA ligase GDP-forming subunit beta [Source:HGNC Symbol;Acc:HGNC:11450]"
655.5478515625,"Q96ID5_REVERSED",NA,NA
673.556030273438,"Q96ID5","IGSF21","immunoglobin superfamily member 21 [Source:HGNC Symbol;Acc:HGNC:28246]"
505.479644775391,"Q96IF1","AJUBA","ajuba LIM protein [Source:HGNC Symbol;Acc:HGNC:20250]"
415.438720703125,"Q96IG2_REVERSED",NA,NA
745.588806152344,"Q96IK5_REVERSED",NA,NA
745.588806152344,"Q96IK5","GMCL1","germ cell-less 1, spermatogenesis associated [Source:HGNC Symbol;Acc:HGNC:23843]"
607.526062011719,"Q96IQ9_REVERSED",NA,NA
593.519673665365,"Q96IR2_REVERSED",NA,NA
627.034912109375,"Q96IR2","ZNF845","zinc finger protein 845 [Source:HGNC Symbol;Acc:HGNC:25112]"
595.520568847656,"Q96IU2","ZBED3","zinc finger BED-type containing 3 [Source:HGNC Symbol;Acc:HGNC:20711]"
805.616088867188,"Q96IW2_REVERSED",NA,NA
733.583312988281,"Q96IW7_REVERSED",NA,NA
763.596984863281,"Q96IZ0_REVERSED",NA,NA
757.59423828125,"Q96IZ0","PAWR","pro-apoptotic WT1 regulator [Source:HGNC Symbol;Acc:HGNC:8614]"
775.602416992188,"Q96J87_REVERSED",NA,NA
775.602416992188,"Q96J87","CELF6","CUGBP Elav-like family member 6 [Source:HGNC Symbol;Acc:HGNC:14059]"
667.553344726562,"Q96J88_REVERSED",NA,NA
553.501495361328,"Q96J88","EPSTI1","epithelial stromal interaction 1 [Source:HGNC Symbol;Acc:HGNC:16465]"
595.520568847656,"Q96J92_REVERSED",NA,NA
619.531494140625,"Q96J92","WNK4","WNK lysine deficient protein kinase 4 [Source:HGNC Symbol;Acc:HGNC:14544]"
475.466003417969,"Q96J94_REVERSED",NA,NA
601.523315429688,"Q96J94","PIWIL1","piwi like RNA-mediated gene silencing 1 [Source:HGNC Symbol;Acc:HGNC:9007]"
457.457824707031,"Q96JA1_REVERSED",NA,NA
457.457824707031,"Q96JA1","LRIG1","leucine rich repeats and immunoglobulin like domains 1 [Source:HGNC Symbol;Acc:HGNC:17360]"
758.794799804688,"Q96JB1_REVERSED",NA,NA
620.732305908203,"Q96JB1","DNAH8","dynein axonemal heavy chain 8 [Source:HGNC Symbol;Acc:HGNC:2952]"
925.670654296875,"Q96JB2","COG3","component of oligomeric golgi complex 3 [Source:HGNC Symbol;Acc:HGNC:18619]"
496.475555419922,"Q96JB3_REVERSED",NA,NA
475.466003417969,"Q96JB3","HIC2","HIC ZBTB transcriptional repressor 2 [Source:HGNC Symbol;Acc:HGNC:18595]"
445.452362060547,"Q96JB8_REVERSED",NA,NA
673.556045532227,"Q96JB8","MPP4","MAGUK p55 scaffold protein 4 [Source:HGNC Symbol;Acc:HGNC:13680]"
634.538299560547,"Q96JC4_REVERSED",NA,NA
697.566955566406,"Q96JC4","ZNF479","zinc finger protein 479 [Source:HGNC Symbol;Acc:HGNC:23258]"
865.643371582031,"Q96JF0","ST6GAL2","ST6 beta-galactoside alpha-2,6-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10861]"
463.460540771484,"Q96JF6_REVERSED",NA,NA
496.475555419922,"Q96JF6","ZNF594","zinc finger protein 594 [Source:HGNC Symbol;Acc:HGNC:29392]"
793.610595703125,"Q96JG6_REVERSED",NA,NA
820.622894287109,"Q96JG8","MAGED4","MAGE family member D4 [Source:HGNC Symbol;Acc:HGNC:23793]"
820.622894287109,"Q96JG8","MAGED4B","MAGE family member D4B [Source:HGNC Symbol;Acc:HGNC:22880]"
409.436004638672,"Q96JG9","ZNF469","zinc finger protein 469 [Source:HGNC Symbol;Acc:HGNC:23216]"
793.610595703125,"Q96JH7_REVERSED",NA,NA
541.496032714844,"Q96JH8_REVERSED",NA,NA
541.496032714844,"Q96JH8","RADIL","Rap associating with DIL domain [Source:HGNC Symbol;Acc:HGNC:22226]"
838.631072998047,"Q96JI7_REVERSED",NA,NA
841.632446289062,"Q96JI7","SPG11","SPG11 vesicle trafficking associated, spatacsin [Source:HGNC Symbol;Acc:HGNC:11226]"
577.512390136719,"Q96JJ3_REVERSED",NA,NA
718.576507568359,"Q96JJ3","ELMO2","engulfment and cell motility 2 [Source:HGNC Symbol;Acc:HGNC:17233]"
517.485107421875,"Q96JK2_REVERSED",NA,NA
535.493286132812,"Q96JK2","DCAF5","DDB1 and CUL4 associated factor 5 [Source:HGNC Symbol;Acc:HGNC:20224]"
757.59423828125,"Q96JK4_REVERSED",NA,NA
757.59423828125,"Q96JK4","HHIPL1","HHIP like 1 [Source:HGNC Symbol;Acc:HGNC:19710]"
553.50146484375,"Q96JL9_REVERSED",NA,NA
553.50146484375,"Q96JL9","ZNF333","zinc finger protein 333 [Source:HGNC Symbol;Acc:HGNC:15624]"
641.541498819987,"Q96JM2_REVERSED",NA,NA
617.130407714844,"Q96JM2","ZNF462","zinc finger protein 462 [Source:HGNC Symbol;Acc:HGNC:21684]"
409.436004638672,"Q96JM3","CHAMP1","chromosome alignment maintaining phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:20311]"
577.512390136719,"Q96JM4_REVERSED",NA,NA
577.512390136719,"Q96JM4","LRRIQ1","leucine rich repeats and IQ motif containing 1 [Source:HGNC Symbol;Acc:HGNC:25708]"
589.517822265625,"Q96JN0","LCOR","ligand dependent nuclear receptor corepressor [Source:HGNC Symbol;Acc:HGNC:29503]"
505.479644775391,"Q96JN2_REVERSED",NA,NA
567.007614135742,"Q96JN2","CCDC136","coiled-coil domain containing 136 [Source:HGNC Symbol;Acc:HGNC:22225]"
781.605163574219,"Q96JN8_REVERSED",NA,NA
657.548767089844,"Q96JN8","NEURL4","neuralized E3 ubiquitin protein ligase 4 [Source:HGNC Symbol;Acc:HGNC:34410]"
551.500569661458,"Q96JP2_REVERSED",NA,NA
607.526031494141,"Q96JP2","MYO15B","myosin XVB [Source:HGNC Symbol;Acc:HGNC:14083]"
595.520568847656,"Q96JP5","ZFP91","ZFP91 zinc finger protein, atypical E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:14983]"
403.434631347656,"Q96JP9","CDHR1","cadherin related family member 1 [Source:HGNC Symbol;Acc:HGNC:14550]"
421.441436767578,"Q96JQ2_REVERSED",NA,NA
628.535583496094,"Q96JS3_REVERSED",NA,NA
739.586059570312,"Q96JS3","PGBD1","piggyBac transposable element derived 1 [Source:HGNC Symbol;Acc:HGNC:19398]"
541.496032714844,"Q96JX3_REVERSED",NA,NA
683.560587565104,"Q96JX3","SERAC1","serine active site containing 1 [Source:HGNC Symbol;Acc:HGNC:21061]"
523.487854003906,"Q96JY0_REVERSED",NA,NA
697.566955566406,"Q96JZ2_REVERSED",NA,NA
697.566955566406,"Q96JZ2","HSH2D","hematopoietic SH2 domain containing [Source:HGNC Symbol;Acc:HGNC:24920]"
733.583312988281,"Q96K17_REVERSED",NA,NA
733.583312988281,"Q96K17","BTF3L4","basic transcription factor 3 like 4 [Source:HGNC Symbol;Acc:HGNC:30547]"
463.460540771484,"Q96K21","ZFYVE19","zinc finger FYVE-type containing 19 [Source:HGNC Symbol;Acc:HGNC:20758]"
701.568786621094,"Q96K49_REVERSED",NA,NA
625.534240722656,"Q96K49","TMEM87B","transmembrane protein 87B [Source:HGNC Symbol;Acc:HGNC:25913]"
811.618835449219,"Q96K58_REVERSED",NA,NA
505.479644775391,"Q96K75","ZNF514","zinc finger protein 514 [Source:HGNC Symbol;Acc:HGNC:25894]"
769.59971110026,"Q96K76_REVERSED",NA,NA
931.67333984375,"Q96K78_REVERSED",NA,NA
736.584686279297,"Q96K78","ADGRG7","adhesion G protein-coupled receptor G7 [Source:HGNC Symbol;Acc:HGNC:19241]"
844.633819580078,"Q96K80_REVERSED",NA,NA
907.662475585938,"Q96K80","ZC3H10","zinc finger CCCH-type containing 10 [Source:HGNC Symbol;Acc:HGNC:25893]"
597.521484375,"Q96K83_REVERSED",NA,NA
562.505554199219,"Q96K83","ZNF521","zinc finger protein 521 [Source:HGNC Symbol;Acc:HGNC:24605]"
805.616088867188,"Q96KA5","CLPTM1L","CLPTM1 like [Source:HGNC Symbol;Acc:HGNC:24308]"
397.433258056641,"Q96KC2_REVERSED",NA,NA
397.433258056641,"Q96KC2","ARL5B","ADP ribosylation factor like GTPase 5B [Source:HGNC Symbol;Acc:HGNC:23052]"
625.534240722656,"Q96KC9","CABS1","calcium binding protein, spermatid associated 1 [Source:HGNC Symbol;Acc:HGNC:30710]"
627.535125732422,"Q96KG7_REVERSED",NA,NA
631.536926269531,"Q96KG7","MEGF10","multiple EGF like domains 10 [Source:HGNC Symbol;Acc:HGNC:29634]"
427.444183349609,"Q96KJ9_REVERSED",NA,NA
427.444183349609,"Q96KJ9","COX4I2","cytochrome c oxidase subunit 4I2 [Source:HGNC Symbol;Acc:HGNC:16232]"
673.556030273438,"Q96KM6","ZNF512B","zinc finger protein 512B [Source:HGNC Symbol;Acc:HGNC:29212]"
507.480560302734,"Q96KN1_REVERSED",NA,NA
475.466003417969,"Q96KN1","LRATD2","LRAT domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24166]"
472.464645385742,"Q96KN7_REVERSED",NA,NA
472.464645385742,"Q96KN7","RPGRIP1","RPGR interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:13436]"
613.528747558594,"Q96KP1","EXOC2","exocyst complex component 2 [Source:HGNC Symbol;Acc:HGNC:24968]"
697.566955566406,"Q96KP6","TNIP3","TNFAIP3 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:19315]"
559.504211425781,"Q96KQ7_REVERSED",NA,NA
721.577880859375,"Q96KQ7","EHMT2","euchromatic histone lysine methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:14129]"
499.476913452148,"Q96KR1","ZFR","zinc finger RNA binding protein [Source:HGNC Symbol;Acc:HGNC:17277]"
691.564208984375,"Q96KR6_REVERSED",NA,NA
649.545166015625,"Q96KR7","PHACTR3","phosphatase and actin regulator 3 [Source:HGNC Symbol;Acc:HGNC:15833]"
769.599670410156,"Q96KS0","EGLN2","egl-9 family hypoxia inducible factor 2 [Source:HGNC Symbol;Acc:HGNC:14660]"
445.452362060547,"Q96KT0_REVERSED",NA,NA
685.5615234375,"Q96KV7_REVERSED",NA,NA
685.5615234375,"Q96KV7","WDR90","WD repeat domain 90 [Source:HGNC Symbol;Acc:HGNC:26960]"
631.536926269531,"Q96KX0_REVERSED",NA,NA
631.536926269531,"Q96L08_REVERSED",NA,NA
631.536926269531,"Q96L08","SUSD3","sushi domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28391]"
697.566955566406,"Q96L42_REVERSED",NA,NA
697.566955566406,"Q96L42","KCNH8","potassium voltage-gated channel subfamily H member 8 [Source:HGNC Symbol;Acc:HGNC:18864]"
847.635192871094,"Q96L46_REVERSED",NA,NA
538.494659423828,"Q96L73","NSD1","nuclear receptor binding SET domain protein 1 [Source:HGNC Symbol;Acc:HGNC:14234]"
616.530120849609,"Q96L91_REVERSED",NA,NA
649.545125325521,"Q96L91","EP400","E1A binding protein p400 [Source:HGNC Symbol;Acc:HGNC:11958]"
529.490539550781,"Q96L93_REVERSED",NA,NA
529.490539550781,"Q96L93","KIF16B","kinesin family member 16B [Source:HGNC Symbol;Acc:HGNC:15869]"
712.573760986328,"Q96L96","ALPK3","alpha kinase 3 [Source:HGNC Symbol;Acc:HGNC:17574]"
817.621520996094,"Q96LA8_REVERSED",NA,NA
724.579223632812,"Q96LA8","PRMT6","protein arginine methyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:18241]"
514.483749389648,"Q96LB3_REVERSED",NA,NA
514.483749389648,"Q96LB3","IFT74","intraflagellar transport 74 [Source:HGNC Symbol;Acc:HGNC:21424]"
637.539672851562,"Q96LB4_REVERSED",NA,NA
823.624267578125,"Q96LB4","ATP6V1G3","ATPase H+ transporting V1 subunit G3 [Source:HGNC Symbol;Acc:HGNC:18265]"
559.504211425781,"Q96LI5_REVERSED",NA,NA
559.504211425781,"Q96LI5","CNOT6L","CCR4-NOT transcription complex subunit 6 like [Source:HGNC Symbol;Acc:HGNC:18042]"
433.446899414062,"Q96LI6_REVERSED",NA,NA
433.446899414062,"Q96LI6","HSFY2","heat shock transcription factor Y-linked 2 [Source:HGNC Symbol;Acc:HGNC:23950]"
433.446899414062,"Q96LI6","HSFY1","heat shock transcription factor Y-linked 1 [Source:HGNC Symbol;Acc:HGNC:18568]"
877.648803710938,"Q96LJ7_REVERSED",NA,NA
577.512390136719,"Q96LK8","SPATA32","spermatogenesis associated 32 [Source:HGNC Symbol;Acc:HGNC:26349]"
439.449645996094,"Q96LL4_REVERSED",NA,NA
439.449645996094,"Q96LL4","C8orf48","chromosome 8 open reading frame 48 [Source:HGNC Symbol;Acc:HGNC:26345]"
565.506958007812,"Q96LM5_REVERSED",NA,NA
823.624267578125,"Q96LM5","SPMIP2","sperm microtubule inner protein 2 [Source:HGNC Symbol;Acc:HGNC:26342]"
715.575134277344,"Q96LM6_REVERSED",NA,NA
469.463287353516,"Q96LQ0_REVERSED",NA,NA
469.463287353516,"Q96LQ0","PPP1R36","protein phosphatase 1 regulatory subunit 36 [Source:HGNC Symbol;Acc:HGNC:20097]"
655.5478515625,"Q96LS8_REVERSED",NA,NA
919.667907714844,"Q96LT4_REVERSED",NA,NA
553.50146484375,"Q96LT9_REVERSED",NA,NA
553.50146484375,"Q96LT9","RNPC3","RNA binding region (RNP1, RRM) containing 3 [Source:HGNC Symbol;Acc:HGNC:18666]"
592.519195556641,"Q96LU7_REVERSED",NA,NA
595.520568847656,"Q96LU7","MYRFL","myelin regulatory factor like [Source:HGNC Symbol;Acc:HGNC:26316]"
433.446899414062,"Q96LW1","ZNF354B","zinc finger protein 354B [Source:HGNC Symbol;Acc:HGNC:17197]"
775.602416992188,"Q96LZ2_REVERSED",NA,NA
775.602416992188,"Q96LZ2","MAGEB10","MAGE family member B10 [Source:HGNC Symbol;Acc:HGNC:25377]"
583.515126546224,"Q96LZ7_REVERSED",NA,NA
403.434631347656,"Q96M02_REVERSED",NA,NA
457.457824707031,"Q96M15",NA,NA
763.596984863281,"Q96M29_REVERSED",NA,NA
589.517852783203,"Q96M29","TEKT5","tektin 5 [Source:HGNC Symbol;Acc:HGNC:26554]"
421.441436767578,"Q96M32_REVERSED",NA,NA
484.470108032227,"Q96M32","AK7","adenylate kinase 7 [Source:HGNC Symbol;Acc:HGNC:20091]"
577.512390136719,"Q96M34_REVERSED",NA,NA
610.527404785156,"Q96M34","TEX55","testis expressed 55 [Source:HGNC Symbol;Acc:HGNC:26553]"
415.438720703125,"Q96M61_REVERSED",NA,NA
415.438720703125,"Q96M61","MAGEB18","MAGE family member B18 [Source:HGNC Symbol;Acc:HGNC:28515]"
577.512390136719,"Q96M69","LRGUK","leucine rich repeats and guanylate kinase domain containing [Source:HGNC Symbol;Acc:HGNC:21964]"
646.54377746582,"Q96M83_REVERSED",NA,NA
646.54377746582,"Q96M83","CCDC7","coiled-coil domain containing 7 [Source:HGNC Symbol;Acc:HGNC:26533]"
664.551940917969,"Q96M86_REVERSED",NA,NA
664.551940917969,"Q96M86","DNHD1","dynein heavy chain domain 1 [Source:HGNC Symbol;Acc:HGNC:26532]"
691.564208984375,"Q96M93_REVERSED",NA,NA
691.564208984375,"Q96M93","ADAD1","adenosine deaminase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30713]"
571.509643554688,"Q96M94_REVERSED",NA,NA
583.51513671875,"Q96M94","KLHL15","kelch like family member 15 [Source:HGNC Symbol;Acc:HGNC:29347]"
466.462257385254,"Q96M96_REVERSED",NA,NA
409.436004638672,"Q96M96","FGD4","FYVE, RhoGEF and PH domain containing 4 [Source:HGNC Symbol;Acc:HGNC:19125]"
679.558776855469,"Q96MC2_REVERSED",NA,NA
682.560150146484,"Q96MC2","DRC1","dynein regulatory complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24245]"
685.5615234375,"Q96MC4_REVERSED",NA,NA
634.538330078125,"Q96MC4","CEP295NL","CEP295 N-terminal like [Source:HGNC Symbol;Acc:HGNC:44659]"
487.471466064453,"Q96MC5","BMERB1","bMERB domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19213]"
628.535583496094,"Q96ME7_REVERSED",NA,NA
645.543314615885,"Q96ME7","ZNF512","zinc finger protein 512 [Source:HGNC Symbol;Acc:HGNC:29380]"
577.512390136719,"Q96MF2_REVERSED",NA,NA
901.659729003906,"Q96MF6_REVERSED",NA,NA
